file_path,label
processed_data\other\176.jpg,2
processed_data\dogs\1938.jpg,1
processed_data\cats\586.jpg,0
processed_data\cats\2601.jpg,0
processed_data\dogs\2941.jpg,1
processed_data\other\634.jpg,2
processed_data\cats\1984.jpg,0
processed_data\dogs\2899.jpg,1
processed_data\other\1589.jpg,2
processed_data\dogs\3362.jpg,1
processed_data\cats\3957.jpg,0
processed_data\other\3149.jpg,2
processed_data\cats\1607.jpg,0
processed_data\dogs\2071.jpg,1
processed_data\cats\3342.jpg,0
processed_data\cats\2250.jpg,0
processed_data\dogs\2769.jpg,1
processed_data\other\3674.jpg,2
processed_data\cats\1675.jpg,0
processed_data\cats\2538.jpg,0
processed_data\cats\4361.jpg,0
processed_data\other\706.jpg,2
processed_data\other\3523.jpg,2
processed_data\cats\3892.jpg,0
processed_data\cats\1715.jpg,0
processed_data\other\3170.jpg,2
processed_data\cats\2598.jpg,0
processed_data\cats\470.jpg,0
processed_data\cats\2591.jpg,0
processed_data\other\4288.jpg,2
processed_data\other\1155.jpg,2
processed_data\other\35.jpg,2
processed_data\dogs\2776.jpg,1
processed_data\dogs\2269.jpg,1
processed_data\cats\3718.jpg,0
processed_data\cats\4803.jpg,0
processed_data\other\4415.jpg,2
processed_data\cats\3709.jpg,0
processed_data\other\797.jpg,2
processed_data\dogs\960.jpg,1
processed_data\dogs\1686.jpg,1
processed_data\other\995.jpg,2
processed_data\cats\656.jpg,0
processed_data\other\1894.jpg,2
processed_data\dogs\2576.jpg,1
processed_data\dogs\4955.jpg,1
processed_data\dogs\939.jpg,1
processed_data\cats\1472.jpg,0
processed_data\cats\1327.jpg,0
processed_data\dogs\1987.jpg,1
processed_data\other\4390.jpg,2
processed_data\cats\4836.jpg,0
processed_data\cats\4834.jpg,0
processed_data\other\2574.jpg,2
processed_data\cats\2725.jpg,0
processed_data\cats\1629.jpg,0
processed_data\dogs\2050.jpg,1
processed_data\dogs\4824.jpg,1
processed_data\dogs\4964.jpg,1
processed_data\dogs\1013.jpg,1
processed_data\dogs\3070.jpg,1
processed_data\cats\498.jpg,0
processed_data\other\2661.jpg,2
processed_data\cats\880.jpg,0
processed_data\cats\2166.jpg,0
processed_data\other\1111.jpg,2
processed_data\cats\2214.jpg,0
processed_data\cats\3631.jpg,0
processed_data\dogs\3585.jpg,1
processed_data\other\247.jpg,2
processed_data\cats\2156.jpg,0
processed_data\dogs\2436.jpg,1
processed_data\other\2155.jpg,2
processed_data\other\3036.jpg,2
processed_data\cats\4913.jpg,0
processed_data\other\1121.jpg,2
processed_data\cats\4325.jpg,0
processed_data\cats\281.jpg,0
processed_data\other\4228.jpg,2
processed_data\cats\4934.jpg,0
processed_data\dogs\4624.jpg,1
processed_data\dogs\1607.jpg,1
processed_data\other\4903.jpg,2
processed_data\dogs\4131.jpg,1
processed_data\cats\2930.jpg,0
processed_data\dogs\4072.jpg,1
processed_data\cats\3432.jpg,0
processed_data\dogs\1423.jpg,1
processed_data\dogs\471.jpg,1
processed_data\cats\3310.jpg,0
processed_data\other\3054.jpg,2
processed_data\dogs\4801.jpg,1
processed_data\dogs\693.jpg,1
processed_data\other\4081.jpg,2
processed_data\other\1886.jpg,2
processed_data\other\4621.jpg,2
processed_data\cats\1727.jpg,0
processed_data\other\4828.jpg,2
processed_data\dogs\1613.jpg,1
processed_data\dogs\3923.jpg,1
processed_data\cats\1279.jpg,0
processed_data\cats\2864.jpg,0
processed_data\other\1375.jpg,2
processed_data\other\2138.jpg,2
processed_data\other\1879.jpg,2
processed_data\cats\1795.jpg,0
processed_data\cats\2327.jpg,0
processed_data\cats\2609.jpg,0
processed_data\dogs\3801.jpg,1
processed_data\other\1887.jpg,2
processed_data\cats\2805.jpg,0
processed_data\cats\4106.jpg,0
processed_data\cats\1611.jpg,0
processed_data\cats\4503.jpg,0
processed_data\other\582.jpg,2
processed_data\dogs\4411.jpg,1
processed_data\dogs\2492.jpg,1
processed_data\cats\1049.jpg,0
processed_data\other\1920.jpg,2
processed_data\other\4184.jpg,2
processed_data\dogs\2587.jpg,1
processed_data\cats\3157.jpg,0
processed_data\dogs\722.jpg,1
processed_data\other\4999.jpg,2
processed_data\cats\4711.jpg,0
processed_data\dogs\4435.jpg,1
processed_data\dogs\4857.jpg,1
processed_data\cats\2319.jpg,0
processed_data\dogs\1683.jpg,1
processed_data\cats\2272.jpg,0
processed_data\cats\1420.jpg,0
processed_data\cats\312.jpg,0
processed_data\cats\3448.jpg,0
processed_data\dogs\2840.jpg,1
processed_data\dogs\3870.jpg,1
processed_data\other\3506.jpg,2
processed_data\other\3441.jpg,2
processed_data\dogs\4430.jpg,1
processed_data\cats\571.jpg,0
processed_data\cats\648.jpg,0
processed_data\other\1961.jpg,2
processed_data\other\287.jpg,2
processed_data\dogs\1935.jpg,1
processed_data\other\2410.jpg,2
processed_data\cats\4480.jpg,0
processed_data\dogs\4951.jpg,1
processed_data\other\4949.jpg,2
processed_data\other\3622.jpg,2
processed_data\other\410.jpg,2
processed_data\dogs\2633.jpg,1
processed_data\other\149.jpg,2
processed_data\other\2600.jpg,2
processed_data\cats\705.jpg,0
processed_data\cats\1948.jpg,0
processed_data\cats\3050.jpg,0
processed_data\other\3502.jpg,2
processed_data\other\4986.jpg,2
processed_data\other\2386.jpg,2
processed_data\cats\273.jpg,0
processed_data\dogs\2239.jpg,1
processed_data\cats\915.jpg,0
processed_data\other\4101.jpg,2
processed_data\other\4201.jpg,2
processed_data\cats\1966.jpg,0
processed_data\cats\2000.jpg,0
processed_data\cats\4540.jpg,0
processed_data\cats\4178.jpg,0
processed_data\other\2317.jpg,2
processed_data\cats\1411.jpg,0
processed_data\cats\3727.jpg,0
processed_data\cats\4785.jpg,0
processed_data\other\4032.jpg,2
processed_data\dogs\2256.jpg,1
processed_data\dogs\1755.jpg,1
processed_data\dogs\2460.jpg,1
processed_data\cats\2304.jpg,0
processed_data\cats\2932.jpg,0
processed_data\cats\1285.jpg,0
processed_data\dogs\4641.jpg,1
processed_data\dogs\3264.jpg,1
processed_data\cats\2728.jpg,0
processed_data\other\1351.jpg,2
processed_data\other\3996.jpg,2
processed_data\dogs\673.jpg,1
processed_data\other\2882.jpg,2
processed_data\dogs\321.jpg,1
processed_data\dogs\4367.jpg,1
processed_data\other\4745.jpg,2
processed_data\cats\2914.jpg,0
processed_data\dogs\2260.jpg,1
processed_data\dogs\3299.jpg,1
processed_data\dogs\2328.jpg,1
processed_data\dogs\2168.jpg,1
processed_data\dogs\4295.jpg,1
processed_data\other\2086.jpg,2
processed_data\other\2749.jpg,2
processed_data\other\3075.jpg,2
processed_data\cats\3256.jpg,0
processed_data\cats\1945.jpg,0
processed_data\dogs\2034.jpg,1
processed_data\cats\2510.jpg,0
processed_data\other\1251.jpg,2
processed_data\cats\4659.jpg,0
processed_data\dogs\1019.jpg,1
processed_data\cats\2308.jpg,0
processed_data\dogs\3891.jpg,1
processed_data\cats\1322.jpg,0
processed_data\dogs\43.jpg,1
processed_data\other\4945.jpg,2
processed_data\other\3701.jpg,2
processed_data\other\821.jpg,2
processed_data\cats\3829.jpg,0
processed_data\other\4113.jpg,2
processed_data\other\1692.jpg,2
processed_data\cats\1452.jpg,0
processed_data\other\1374.jpg,2
processed_data\dogs\2660.jpg,1
processed_data\other\51.jpg,2
processed_data\other\759.jpg,2
processed_data\other\3064.jpg,2
processed_data\other\2781.jpg,2
processed_data\cats\1484.jpg,0
processed_data\cats\481.jpg,0
processed_data\dogs\1454.jpg,1
processed_data\other\3428.jpg,2
processed_data\other\1830.jpg,2
processed_data\dogs\864.jpg,1
processed_data\other\4190.jpg,2
processed_data\cats\1677.jpg,0
processed_data\dogs\4918.jpg,1
processed_data\cats\2800.jpg,0
processed_data\cats\3286.jpg,0
processed_data\dogs\1964.jpg,1
processed_data\cats\3624.jpg,0
processed_data\other\4639.jpg,2
processed_data\dogs\1194.jpg,1
processed_data\dogs\3739.jpg,1
processed_data\cats\4842.jpg,0
processed_data\dogs\1786.jpg,1
processed_data\dogs\2833.jpg,1
processed_data\cats\1088.jpg,0
processed_data\other\1719.jpg,2
processed_data\other\4737.jpg,2
processed_data\dogs\2674.jpg,1
processed_data\dogs\1323.jpg,1
processed_data\cats\789.jpg,0
processed_data\dogs\3476.jpg,1
processed_data\cats\891.jpg,0
processed_data\dogs\4825.jpg,1
processed_data\cats\1539.jpg,0
processed_data\dogs\587.jpg,1
processed_data\other\4044.jpg,2
processed_data\dogs\2061.jpg,1
processed_data\dogs\2816.jpg,1
processed_data\other\992.jpg,2
processed_data\cats\3186.jpg,0
processed_data\dogs\4171.jpg,1
processed_data\cats\1938.jpg,0
processed_data\other\2434.jpg,2
processed_data\cats\24.jpg,0
processed_data\dogs\1005.jpg,1
processed_data\cats\2336.jpg,0
processed_data\dogs\2417.jpg,1
processed_data\other\1445.jpg,2
processed_data\other\4416.jpg,2
processed_data\other\4237.jpg,2
processed_data\cats\2901.jpg,0
processed_data\dogs\1713.jpg,1
processed_data\other\3991.jpg,2
processed_data\dogs\2825.jpg,1
processed_data\dogs\4394.jpg,1
processed_data\dogs\144.jpg,1
processed_data\other\1474.jpg,2
processed_data\cats\1554.jpg,0
processed_data\other\233.jpg,2
processed_data\dogs\4004.jpg,1
processed_data\dogs\3379.jpg,1
processed_data\other\704.jpg,2
processed_data\cats\4054.jpg,0
processed_data\cats\2438.jpg,0
processed_data\other\3635.jpg,2
processed_data\other\1424.jpg,2
processed_data\cats\2451.jpg,0
processed_data\cats\2575.jpg,0
processed_data\other\1625.jpg,2
processed_data\cats\2834.jpg,0
processed_data\cats\2873.jpg,0
processed_data\dogs\4583.jpg,1
processed_data\other\3980.jpg,2
processed_data\dogs\2077.jpg,1
processed_data\other\1665.jpg,2
processed_data\dogs\611.jpg,1
processed_data\other\2134.jpg,2
processed_data\dogs\113.jpg,1
processed_data\other\2055.jpg,2
processed_data\cats\1605.jpg,0
processed_data\cats\3289.jpg,0
processed_data\cats\4932.jpg,0
processed_data\other\3226.jpg,2
processed_data\cats\4598.jpg,0
processed_data\other\4824.jpg,2
processed_data\dogs\1910.jpg,1
processed_data\dogs\1084.jpg,1
processed_data\cats\1155.jpg,0
processed_data\other\4858.jpg,2
processed_data\cats\2986.jpg,0
processed_data\cats\4246.jpg,0
processed_data\other\2554.jpg,2
processed_data\other\781.jpg,2
processed_data\cats\4406.jpg,0
processed_data\other\323.jpg,2
processed_data\other\1614.jpg,2
processed_data\dogs\231.jpg,1
processed_data\cats\300.jpg,0
processed_data\cats\3742.jpg,0
processed_data\cats\1264.jpg,0
processed_data\cats\2010.jpg,0
processed_data\dogs\4070.jpg,1
processed_data\other\4851.jpg,2
processed_data\other\2688.jpg,2
processed_data\cats\3195.jpg,0
processed_data\other\3596.jpg,2
processed_data\dogs\2828.jpg,1
processed_data\cats\2188.jpg,0
processed_data\cats\2440.jpg,0
processed_data\cats\4788.jpg,0
processed_data\other\4341.jpg,2
processed_data\other\3624.jpg,2
processed_data\other\2178.jpg,2
processed_data\cats\4657.jpg,0
processed_data\cats\2162.jpg,0
processed_data\dogs\1003.jpg,1
processed_data\dogs\1960.jpg,1
processed_data\dogs\2245.jpg,1
processed_data\other\4622.jpg,2
processed_data\other\3805.jpg,2
processed_data\other\455.jpg,2
processed_data\cats\4662.jpg,0
processed_data\cats\2354.jpg,0
processed_data\other\2570.jpg,2
processed_data\cats\2400.jpg,0
processed_data\dogs\4511.jpg,1
processed_data\dogs\1517.jpg,1
processed_data\dogs\2672.jpg,1
processed_data\dogs\699.jpg,1
processed_data\other\3392.jpg,2
processed_data\dogs\3468.jpg,1
processed_data\cats\2650.jpg,0
processed_data\dogs\1548.jpg,1
processed_data\dogs\3392.jpg,1
processed_data\other\1687.jpg,2
processed_data\dogs\13.jpg,1
processed_data\cats\2216.jpg,0
processed_data\cats\4725.jpg,0
processed_data\dogs\4625.jpg,1
processed_data\other\1248.jpg,2
processed_data\other\3910.jpg,2
processed_data\cats\859.jpg,0
processed_data\cats\75.jpg,0
processed_data\dogs\2131.jpg,1
processed_data\other\4093.jpg,2
processed_data\cats\3950.jpg,0
processed_data\cats\4627.jpg,0
processed_data\dogs\2546.jpg,1
processed_data\cats\2109.jpg,0
processed_data\other\4245.jpg,2
processed_data\dogs\636.jpg,1
processed_data\other\1503.jpg,2
processed_data\other\4031.jpg,2
processed_data\other\1178.jpg,2
processed_data\cats\3023.jpg,0
processed_data\cats\1920.jpg,0
processed_data\other\2493.jpg,2
processed_data\dogs\4054.jpg,1
processed_data\dogs\2482.jpg,1
processed_data\other\4870.jpg,2
processed_data\dogs\3765.jpg,1
processed_data\dogs\2815.jpg,1
processed_data\cats\4055.jpg,0
processed_data\cats\128.jpg,0
processed_data\cats\1570.jpg,0
processed_data\dogs\2031.jpg,1
processed_data\dogs\4214.jpg,1
processed_data\other\2128.jpg,2
processed_data\dogs\612.jpg,1
processed_data\other\3481.jpg,2
processed_data\dogs\3776.jpg,1
processed_data\dogs\3758.jpg,1
processed_data\dogs\3816.jpg,1
processed_data\cats\3671.jpg,0
processed_data\dogs\4123.jpg,1
processed_data\cats\3323.jpg,0
processed_data\dogs\4273.jpg,1
processed_data\cats\4495.jpg,0
processed_data\other\4973.jpg,2
processed_data\other\3181.jpg,2
processed_data\cats\793.jpg,0
processed_data\other\4266.jpg,2
processed_data\other\1640.jpg,2
processed_data\dogs\2525.jpg,1
processed_data\dogs\2746.jpg,1
processed_data\other\209.jpg,2
processed_data\other\3372.jpg,2
processed_data\dogs\4318.jpg,1
processed_data\other\2527.jpg,2
processed_data\dogs\1950.jpg,1
processed_data\cats\2654.jpg,0
processed_data\other\4274.jpg,2
processed_data\cats\2405.jpg,0
processed_data\cats\4303.jpg,0
processed_data\other\1737.jpg,2
processed_data\other\3686.jpg,2
processed_data\cats\727.jpg,0
processed_data\other\966.jpg,2
processed_data\cats\3987.jpg,0
processed_data\dogs\1170.jpg,1
processed_data\cats\3042.jpg,0
processed_data\other\4685.jpg,2
processed_data\dogs\2039.jpg,1
processed_data\cats\4827.jpg,0
processed_data\cats\795.jpg,0
processed_data\dogs\2415.jpg,1
processed_data\other\1076.jpg,2
processed_data\cats\737.jpg,0
processed_data\cats\1760.jpg,0
processed_data\dogs\332.jpg,1
processed_data\dogs\1488.jpg,1
processed_data\dogs\1471.jpg,1
processed_data\cats\1752.jpg,0
processed_data\dogs\1412.jpg,1
processed_data\dogs\827.jpg,1
processed_data\dogs\4189.jpg,1
processed_data\dogs\3209.jpg,1
processed_data\cats\636.jpg,0
processed_data\dogs\1822.jpg,1
processed_data\cats\2273.jpg,0
processed_data\dogs\1704.jpg,1
processed_data\other\3862.jpg,2
processed_data\cats\4461.jpg,0
processed_data\cats\1541.jpg,0
processed_data\dogs\4927.jpg,1
processed_data\other\3861.jpg,2
processed_data\cats\2869.jpg,0
processed_data\dogs\74.jpg,1
processed_data\cats\3078.jpg,0
processed_data\dogs\4662.jpg,1
processed_data\cats\4907.jpg,0
processed_data\cats\2321.jpg,0
processed_data\cats\2782.jpg,0
processed_data\dogs\4168.jpg,1
processed_data\cats\518.jpg,0
processed_data\cats\1177.jpg,0
processed_data\dogs\2506.jpg,1
processed_data\cats\1434.jpg,0
processed_data\cats\3941.jpg,0
processed_data\cats\750.jpg,0
processed_data\dogs\1653.jpg,1
processed_data\cats\3539.jpg,0
processed_data\cats\595.jpg,0
processed_data\other\3703.jpg,2
processed_data\dogs\130.jpg,1
processed_data\cats\3919.jpg,0
processed_data\cats\506.jpg,0
processed_data\other\1193.jpg,2
processed_data\dogs\1733.jpg,1
processed_data\other\1195.jpg,2
processed_data\cats\4372.jpg,0
processed_data\cats\2980.jpg,0
processed_data\dogs\3962.jpg,1
processed_data\other\2999.jpg,2
processed_data\cats\3512.jpg,0
processed_data\dogs\3030.jpg,1
processed_data\other\3018.jpg,2
processed_data\other\28.jpg,2
processed_data\cats\147.jpg,0
processed_data\other\1447.jpg,2
processed_data\other\4491.jpg,2
processed_data\cats\1850.jpg,0
processed_data\other\24.jpg,2
processed_data\other\689.jpg,2
processed_data\other\2674.jpg,2
processed_data\cats\215.jpg,0
processed_data\dogs\4809.jpg,1
processed_data\cats\1107.jpg,0
processed_data\cats\4928.jpg,0
processed_data\dogs\1795.jpg,1
processed_data\dogs\286.jpg,1
processed_data\dogs\3623.jpg,1
processed_data\cats\307.jpg,0
processed_data\other\4185.jpg,2
processed_data\other\4280.jpg,2
processed_data\dogs\4971.jpg,1
processed_data\dogs\1736.jpg,1
processed_data\other\1278.jpg,2
processed_data\cats\1902.jpg,0
processed_data\cats\4111.jpg,0
processed_data\dogs\3889.jpg,1
processed_data\other\3198.jpg,2
processed_data\other\413.jpg,2
processed_data\cats\3748.jpg,0
processed_data\cats\4207.jpg,0
processed_data\dogs\2858.jpg,1
processed_data\cats\2917.jpg,0
processed_data\cats\1449.jpg,0
processed_data\other\3951.jpg,2
processed_data\cats\3865.jpg,0
processed_data\dogs\2035.jpg,1
processed_data\dogs\3814.jpg,1
processed_data\cats\1203.jpg,0
processed_data\dogs\4491.jpg,1
processed_data\cats\46.jpg,0
processed_data\other\3057.jpg,2
processed_data\other\4336.jpg,2
processed_data\other\1448.jpg,2
processed_data\dogs\4780.jpg,1
processed_data\cats\3704.jpg,0
processed_data\dogs\4943.jpg,1
processed_data\cats\627.jpg,0
processed_data\cats\4798.jpg,0
processed_data\cats\4873.jpg,0
processed_data\other\50.jpg,2
processed_data\dogs\3311.jpg,1
processed_data\cats\3473.jpg,0
processed_data\dogs\4591.jpg,1
processed_data\dogs\447.jpg,1
processed_data\cats\4937.jpg,0
processed_data\cats\3648.jpg,0
processed_data\other\1594.jpg,2
processed_data\other\999.jpg,2
processed_data\cats\3444.jpg,0
processed_data\cats\4023.jpg,0
processed_data\other\2062.jpg,2
processed_data\dogs\4110.jpg,1
processed_data\dogs\174.jpg,1
processed_data\other\2705.jpg,2
processed_data\other\650.jpg,2
processed_data\dogs\1204.jpg,1
processed_data\dogs\811.jpg,1
processed_data\dogs\257.jpg,1
processed_data\cats\4743.jpg,0
processed_data\other\3501.jpg,2
processed_data\other\237.jpg,2
processed_data\dogs\2689.jpg,1
processed_data\dogs\4245.jpg,1
processed_data\other\4535.jpg,2
processed_data\dogs\1288.jpg,1
processed_data\dogs\1502.jpg,1
processed_data\dogs\4533.jpg,1
processed_data\other\1266.jpg,2
processed_data\other\3855.jpg,2
processed_data\other\3957.jpg,2
processed_data\other\2542.jpg,2
processed_data\dogs\3214.jpg,1
processed_data\cats\88.jpg,0
processed_data\dogs\4366.jpg,1
processed_data\cats\1913.jpg,0
processed_data\dogs\3652.jpg,1
processed_data\dogs\338.jpg,1
processed_data\dogs\663.jpg,1
processed_data\cats\2733.jpg,0
processed_data\cats\1312.jpg,0
processed_data\dogs\2530.jpg,1
processed_data\other\3874.jpg,2
processed_data\cats\1199.jpg,0
processed_data\dogs\1925.jpg,1
processed_data\other\4616.jpg,2
processed_data\other\3720.jpg,2
processed_data\other\494.jpg,2
processed_data\dogs\4755.jpg,1
processed_data\cats\3248.jpg,0
processed_data\other\1293.jpg,2
processed_data\other\2019.jpg,2
processed_data\cats\1505.jpg,0
processed_data\cats\2421.jpg,0
processed_data\dogs\1489.jpg,1
processed_data\cats\2956.jpg,0
processed_data\dogs\930.jpg,1
processed_data\other\3206.jpg,2
processed_data\other\972.jpg,2
processed_data\cats\4538.jpg,0
processed_data\other\2748.jpg,2
processed_data\cats\3434.jpg,0
processed_data\other\831.jpg,2
processed_data\dogs\978.jpg,1
processed_data\dogs\1188.jpg,1
processed_data\other\625.jpg,2
processed_data\dogs\4788.jpg,1
processed_data\other\2731.jpg,2
processed_data\cats\418.jpg,0
processed_data\dogs\3937.jpg,1
processed_data\other\4959.jpg,2
processed_data\cats\3155.jpg,0
processed_data\dogs\249.jpg,1
processed_data\cats\4363.jpg,0
processed_data\other\2529.jpg,2
processed_data\cats\1737.jpg,0
processed_data\cats\2855.jpg,0
processed_data\other\4445.jpg,2
processed_data\other\1105.jpg,2
processed_data\cats\1070.jpg,0
processed_data\dogs\1375.jpg,1
processed_data\other\668.jpg,2
processed_data\other\4505.jpg,2
processed_data\dogs\912.jpg,1
processed_data\cats\3425.jpg,0
processed_data\cats\1746.jpg,0
processed_data\cats\615.jpg,0
processed_data\cats\4441.jpg,0
processed_data\dogs\183.jpg,1
processed_data\other\1643.jpg,2
processed_data\cats\2255.jpg,0
processed_data\other\1223.jpg,2
processed_data\cats\3548.jpg,0
processed_data\dogs\928.jpg,1
processed_data\other\4551.jpg,2
processed_data\other\4869.jpg,2
processed_data\other\3816.jpg,2
processed_data\other\3939.jpg,2
processed_data\other\2436.jpg,2
processed_data\cats\1040.jpg,0
processed_data\dogs\4739.jpg,1
processed_data\dogs\4193.jpg,1
processed_data\other\3602.jpg,2
processed_data\dogs\2359.jpg,1
processed_data\other\2290.jpg,2
processed_data\dogs\31.jpg,1
processed_data\other\2114.jpg,2
processed_data\dogs\2219.jpg,1
processed_data\cats\4684.jpg,0
processed_data\cats\3418.jpg,0
processed_data\cats\2068.jpg,0
processed_data\other\2331.jpg,2
processed_data\cats\86.jpg,0
processed_data\dogs\1187.jpg,1
processed_data\cats\459.jpg,0
processed_data\cats\3133.jpg,0
processed_data\other\1933.jpg,2
processed_data\dogs\1606.jpg,1
processed_data\other\2832.jpg,2
processed_data\cats\3480.jpg,0
processed_data\dogs\941.jpg,1
processed_data\dogs\2444.jpg,1
processed_data\dogs\771.jpg,1
processed_data\dogs\674.jpg,1
processed_data\cats\3237.jpg,0
processed_data\cats\3319.jpg,0
processed_data\other\3463.jpg,2
processed_data\other\2918.jpg,2
processed_data\cats\4490.jpg,0
processed_data\other\513.jpg,2
processed_data\dogs\4467.jpg,1
processed_data\dogs\573.jpg,1
processed_data\cats\94.jpg,0
processed_data\other\4392.jpg,2
processed_data\dogs\3829.jpg,1
processed_data\cats\2987.jpg,0
processed_data\dogs\1209.jpg,1
processed_data\cats\4549.jpg,0
processed_data\other\2633.jpg,2
processed_data\dogs\723.jpg,1
processed_data\cats\2946.jpg,0
processed_data\cats\3596.jpg,0
processed_data\dogs\3565.jpg,1
processed_data\other\1736.jpg,2
processed_data\other\914.jpg,2
processed_data\cats\1462.jpg,0
processed_data\other\2499.jpg,2
processed_data\other\2927.jpg,2
processed_data\dogs\1598.jpg,1
processed_data\cats\1152.jpg,0
processed_data\cats\1573.jpg,0
processed_data\dogs\876.jpg,1
processed_data\dogs\454.jpg,1
processed_data\other\496.jpg,2
processed_data\dogs\3419.jpg,1
processed_data\dogs\1056.jpg,1
processed_data\cats\2026.jpg,0
processed_data\other\1690.jpg,2
processed_data\other\4297.jpg,2
processed_data\other\3296.jpg,2
processed_data\dogs\950.jpg,1
processed_data\cats\2647.jpg,0
processed_data\other\801.jpg,2
processed_data\dogs\4474.jpg,1
processed_data\cats\4315.jpg,0
processed_data\dogs\2101.jpg,1
processed_data\dogs\1628.jpg,1
processed_data\other\2209.jpg,2
processed_data\other\4215.jpg,2
processed_data\cats\582.jpg,0
processed_data\cats\4161.jpg,0
processed_data\dogs\70.jpg,1
processed_data\cats\1749.jpg,0
processed_data\cats\3235.jpg,0
processed_data\other\2761.jpg,2
processed_data\dogs\4183.jpg,1
processed_data\dogs\4856.jpg,1
processed_data\other\3515.jpg,2
processed_data\other\3904.jpg,2
processed_data\dogs\4883.jpg,1
processed_data\dogs\1418.jpg,1
processed_data\cats\922.jpg,0
processed_data\cats\1056.jpg,0
processed_data\dogs\3731.jpg,1
processed_data\dogs\4062.jpg,1
processed_data\other\3762.jpg,2
processed_data\cats\282.jpg,0
processed_data\cats\2683.jpg,0
processed_data\cats\1316.jpg,0
processed_data\dogs\1321.jpg,1
processed_data\cats\2589.jpg,0
processed_data\other\3148.jpg,2
processed_data\dogs\4953.jpg,1
processed_data\dogs\2262.jpg,1
processed_data\cats\785.jpg,0
processed_data\cats\2045.jpg,0
processed_data\other\2922.jpg,2
processed_data\other\3868.jpg,2
processed_data\cats\4053.jpg,0
processed_data\dogs\3955.jpg,1
processed_data\other\3430.jpg,2
processed_data\cats\61.jpg,0
processed_data\dogs\4876.jpg,1
processed_data\cats\3812.jpg,0
processed_data\other\4221.jpg,2
processed_data\dogs\275.jpg,1
processed_data\cats\1276.jpg,0
processed_data\dogs\2981.jpg,1
processed_data\dogs\4231.jpg,1
processed_data\other\4675.jpg,2
processed_data\other\1564.jpg,2
processed_data\other\2453.jpg,2
processed_data\cats\4917.jpg,0
processed_data\dogs\4501.jpg,1
processed_data\other\1398.jpg,2
processed_data\dogs\3882.jpg,1
processed_data\cats\4226.jpg,0
processed_data\dogs\3.jpg,1
processed_data\cats\3322.jpg,0
processed_data\dogs\3176.jpg,1
processed_data\cats\3491.jpg,0
processed_data\cats\83.jpg,0
processed_data\other\1701.jpg,2
processed_data\other\1180.jpg,2
processed_data\dogs\1076.jpg,1
processed_data\cats\129.jpg,0
processed_data\dogs\1151.jpg,1
processed_data\dogs\1581.jpg,1
processed_data\dogs\2567.jpg,1
processed_data\cats\3887.jpg,0
processed_data\dogs\4875.jpg,1
processed_data\cats\4512.jpg,0
processed_data\other\3122.jpg,2
processed_data\cats\2160.jpg,0
processed_data\dogs\1572.jpg,1
processed_data\other\4989.jpg,2
processed_data\dogs\4147.jpg,1
processed_data\dogs\4507.jpg,1
processed_data\cats\3139.jpg,0
processed_data\other\1386.jpg,2
processed_data\dogs\546.jpg,1
processed_data\cats\4269.jpg,0
processed_data\cats\4750.jpg,0
processed_data\dogs\4316.jpg,1
processed_data\dogs\2490.jpg,1
processed_data\other\3474.jpg,2
processed_data\other\742.jpg,2
processed_data\cats\4083.jpg,0
processed_data\cats\4978.jpg,0
processed_data\cats\199.jpg,0
processed_data\other\3511.jpg,2
processed_data\dogs\3608.jpg,1
processed_data\other\4875.jpg,2
processed_data\cats\3923.jpg,0
processed_data\cats\4967.jpg,0
processed_data\cats\4724.jpg,0
processed_data\cats\42.jpg,0
processed_data\cats\1636.jpg,0
processed_data\cats\1103.jpg,0
processed_data\cats\2818.jpg,0
processed_data\cats\637.jpg,0
processed_data\dogs\3055.jpg,1
processed_data\dogs\2014.jpg,1
processed_data\other\1850.jpg,2
processed_data\dogs\2755.jpg,1
processed_data\other\4145.jpg,2
processed_data\cats\3134.jpg,0
processed_data\other\502.jpg,2
processed_data\other\1670.jpg,2
processed_data\dogs\4917.jpg,1
processed_data\dogs\1201.jpg,1
processed_data\other\2625.jpg,2
processed_data\dogs\2443.jpg,1
processed_data\cats\711.jpg,0
processed_data\other\432.jpg,2
processed_data\dogs\4035.jpg,1
processed_data\dogs\100.jpg,1
processed_data\dogs\4925.jpg,1
processed_data\other\3629.jpg,2
processed_data\other\1316.jpg,2
processed_data\cats\4844.jpg,0
processed_data\dogs\1663.jpg,1
processed_data\other\3337.jpg,2
processed_data\dogs\4701.jpg,1
processed_data\other\4363.jpg,2
processed_data\dogs\1420.jpg,1
processed_data\dogs\1732.jpg,1
processed_data\cats\204.jpg,0
processed_data\other\4020.jpg,2
processed_data\dogs\4500.jpg,1
processed_data\cats\1076.jpg,0
processed_data\dogs\343.jpg,1
processed_data\cats\4041.jpg,0
processed_data\other\4087.jpg,2
processed_data\other\2337.jpg,2
processed_data\cats\1360.jpg,0
processed_data\other\639.jpg,2
processed_data\cats\4012.jpg,0
processed_data\other\3231.jpg,2
processed_data\dogs\333.jpg,1
processed_data\other\944.jpg,2
processed_data\dogs\2238.jpg,1
processed_data\cats\3014.jpg,0
processed_data\other\1606.jpg,2
processed_data\dogs\2395.jpg,1
processed_data\dogs\3300.jpg,1
processed_data\other\4273.jpg,2
processed_data\dogs\2177.jpg,1
processed_data\cats\1922.jpg,0
processed_data\other\756.jpg,2
processed_data\cats\4420.jpg,0
